id,date,month,category,region,channel,quantity,amount
51084,2025-07-30,jul,groceries,north,online,5,205.63
51085,2025-07-04,jul,dining,south,online,3,144.97
51086,2025-07-23,jul,coffee,east,in_store,3,8.99
51087,2025-07-15,jul,coffee,south,in_store,3,13.89
51088,2025-07-03,jul,dining,south,online,5,58.71
51089,2025-07-09,jul,groceries,south,in_store,1,131.58
51090,2025-07-12,jul,coffee,east,online,4,12.05
51091,2025-07-25,jul,groceries,south,in_store,3,63.50
51092,2025-07-28,jul,groceries,north,in_store,5,184.71
51093,2025-07-25,jul,groceries,north,in_store,5,170.08
51094,2025-07-30,jul,dining,north,online,3,158.63
51095,2025-07-07,jul,groceries,west,online,2,129.35
51096,2025-07-09,jul,dining,south,in_store,1,93.35
51097,2025-07-08,jul,coffee,east,online,5,4.91
51098,2025-07-27,jul,dining,east,in_store,1,26.30
51099,2025-07-19,jul,coffee,west,online,4,7.59
51100,2025-07-17,jul,electronics,south,online,4,228.91
51101,2025-07-04,jul,travel,south,online,4,1358.44
51102,2025-07-31,jul,utilities,north,online,4,127.11
51103,2025-07-02,jul,utilities,south,in_store,4,138.06
51104,2025-07-03,jul,coffee,west,online,1,10.53
51105,2025-07-13,jul,utilities,west,online,1,294.20
51106,2025-07-20,jul,groceries,north,online,4,13.54
51107,2025-07-07,jul,utilities,north,online,2,156.24
51108,2025-07-19,jul,electronics,south,online,3,265.47
51109,2025-07-11,jul,transport,north,online,3,33.57
51110,2025-07-30,jul,dining,north,online,5,106.25
51111,2025-07-21,jul,groceries,west,in_store,4,159.24
51112,2025-07-30,jul,utilities,west,in_store,1,130.62
51113,2025-07-07,jul,coffee,west,in_store,5,8.16
51114,2025-07-22,jul,utilities,north,in_store,2,62.02
51115,2025-07-06,jul,dining,north,online,3,175.88
51116,2025-07-27,jul,transport,north,online,4,69.82
51117,2025-07-20,jul,groceries,east,online,2,41.30
51118,2025-07-22,jul,coffee,north,online,3,12.49
51119,2025-07-06,jul,coffee,east,online,3,6.19
51120,2025-07-11,jul,groceries,north,in_store,4,139.65
51121,2025-07-07,jul,coffee,south,in_store,5,10.61
51122,2025-07-27,jul,dining,north,online,1,23.77
51123,2025-07-04,jul,groceries,west,online,5,149.07
51124,2025-07-21,jul,coffee,north,in_store,1,5.79
51125,2025-07-13,jul,transport,south,in_store,2,53.40
51126,2025-07-10,jul,groceries,north,in_store,5,87.31
51127,2025-07-12,jul,utilities,north,in_store,1,255.83
51128,2025-07-20,jul,groceries,south,in_store,2,9.56
51129,2025-07-21,jul,transport,east,in_store,3,91.12
51130,2025-07-05,jul,transport,east,online,4,50.00
51131,2025-07-19,jul,groceries,east,in_store,1,72.32
51132,2025-07-06,jul,coffee,west,in_store,2,4.91
51133,2025-07-06,jul,transport,north,in_store,3,74.18
51134,2025-07-24,jul,groceries,west,in_store,1,146.33
51135,2025-07-23,jul,groceries,south,online,2,167.36
51136,2025-07-23,jul,travel,north,online,5,1958.26
51137,2025-07-14,jul,dining,east,in_store,2,38.05
51138,2025-07-23,jul,rent,north,in_store,5,2550.42
51139,2025-07-21,jul,dining,east,in_store,4,17.71
51140,2025-07-11,jul,electronics,west,in_store,3,1394.20
51141,2025-07-29,jul,groceries,east,online,5,53.36
51142,2025-07-16,jul,groceries,west,in_store,4,179.86
51143,2025-07-08,jul,electronics,east,in_store,4,2173.09
51144,2025-07-06,jul,groceries,south,in_store,1,125.27
51145,2025-07-25,jul,transport,south,online,1,62.12
51146,2025-07-01,jul,groceries,east,in_store,4,158.70
51147,2025-07-15,jul,transport,east,in_store,2,68.78
51148,2025-07-28,jul,electronics,east,in_store,4,2338.55
51149,2025-07-07,jul,groceries,west,in_store,1,182.39
51150,2025-07-22,jul,groceries,east,online,3,160.03
51151,2025-07-06,jul,coffee,west,online,3,10.49
51152,2025-07-02,jul,coffee,north,online,5,6.51
51153,2025-07-11,jul,coffee,north,in_store,4,8.53
51154,2025-07-22,jul,groceries,west,online,1,56.90
51155,2025-07-14,jul,utilities,west,in_store,1,162.73
51156,2025-07-22,jul,dining,south,in_store,1,89.70
51157,2025-07-04,jul,utilities,west,online,3,108.77
51158,2025-07-28,jul,electronics,north,online,3,958.41
51159,2025-07-11,jul,coffee,north,online,2,4.67
51160,2025-07-12,jul,coffee,east,online,4,11.06
51161,2025-07-13,jul,coffee,west,in_store,5,8.92
51162,2025-07-01,jul,coffee,south,in_store,1,10.68
51163,2025-07-23,jul,groceries,west,in_store,3,176.68
51164,2025-07-07,jul,groceries,west,in_store,5,75.65
51165,2025-07-14,jul,transport,north,online,3,27.86
51166,2025-07-29,jul,groceries,north,online,5,17.90
51167,2025-07-10,jul,utilities,north,online,3,220.51
51168,2025-07-27,jul,transport,east,online,5,37.49
51169,2025-07-31,jul,transport,west,in_store,3,57.13
51170,2025-07-28,jul,groceries,north,online,2,151.19
51171,2025-07-27,jul,coffee,east,online,5,12.68
51172,2025-07-10,jul,electronics,south,online,3,1807.03
51173,2025-07-26,jul,dining,south,online,3,116.97
51174,2025-07-05,jul,transport,east,online,2,92.24
51175,2025-07-07,jul,groceries,north,in_store,3,70.60
51176,2025-07-15,jul,coffee,east,online,5,11.91
51177,2025-07-30,jul,transport,west,in_store,1,84.04
51178,2025-07-29,jul,groceries,south,online,2,48.71
51179,2025-07-21,jul,transport,north,in_store,1,13.70
51180,2025-07-15,jul,coffee,west,in_store,2,8.61
51181,2025-07-18,jul,groceries,south,online,3,99.97
51182,2025-07-09,jul,coffee,south,online,2,9.64
51183,2025-07-31,jul,groceries,west,online,5,116.22
51184,2025-07-14,jul,groceries,south,in_store,2,195.36
51185,2025-07-23,jul,electronics,north,in_store,5,450.29
51186,2025-07-05,jul,groceries,south,in_store,1,143.69
51187,2025-07-18,jul,transport,west,in_store,4,4.14
51188,2025-07-20,jul,dining,south,online,4,164.08
51189,2025-07-15,jul,groceries,north,online,4,10.93
51190,2025-07-26,jul,groceries,south,online,1,23.32
51191,2025-07-02,jul,transport,east,in_store,5,4.80
51192,2025-07-20,jul,transport,east,in_store,5,80.50
51193,2025-07-19,jul,groceries,east,online,5,34.80
51194,2025-07-10,jul,groceries,south,online,2,64.95
51195,2025-07-16,jul,groceries,south,in_store,4,162.09
51196,2025-07-06,jul,travel,south,in_store,3,1140.41
51197,2025-07-22,jul,transport,north,in_store,5,32.47
51198,2025-07-04,jul,groceries,west,in_store,4,198.57
51199,2025-07-13,jul,dining,west,online,2,53.76
51200,2025-07-10,jul,groceries,west,online,5,200.49
51201,2025-07-27,jul,transport,north,online,2,26.47
51202,2025-07-30,jul,coffee,west,online,5,8.67
51203,2025-07-04,jul,dining,east,in_store,2,73.19
51204,2025-07-18,jul,travel,north,in_store,3,2418.26
51205,2025-07-16,jul,electronics,west,online,2,1649.96
51206,2025-07-29,jul,travel,north,online,1,1942.25
51207,2025-07-29,jul,groceries,north,in_store,1,12.26
51208,2025-07-13,jul,groceries,east,online,1,209.84
51209,2025-07-28,jul,transport,south,in_store,5,61.95
51210,2025-07-10,jul,dining,west,in_store,5,22.13
51211,2025-07-05,jul,groceries,east,in_store,2,150.97
51212,2025-07-18,jul,utilities,north,in_store,4,164.08
51213,2025-07-13,jul,travel,north,online,2,3262.13
51214,2025-07-08,jul,utilities,east,in_store,5,209.36
51215,2025-07-09,jul,transport,north,in_store,3,33.78
51216,2025-07-06,jul,groceries,west,in_store,5,74.70
51217,2025-07-15,jul,groceries,south,online,3,150.69
51218,2025-07-13,jul,rent,west,online,5,2362.68
51219,2025-07-09,jul,groceries,south,in_store,4,163.34
51220,2025-07-21,jul,groceries,west,online,4,136.33
51221,2025-07-08,jul,dining,north,online,4,57.29
51222,2025-07-22,jul,electronics,north,online,2,751.36
51223,2025-07-22,jul,groceries,west,online,2,130.68
51224,2025-07-01,jul,coffee,east,online,2,11.63
51225,2025-07-04,jul,groceries,north,online,1,218.39
51226,2025-07-07,jul,utilities,west,online,1,64.45
51227,2025-07-27,jul,groceries,west,in_store,2,38.21
51228,2025-07-08,jul,groceries,west,in_store,2,67.71
51229,2025-07-11,jul,transport,west,online,4,52.11
51230,2025-07-09,jul,transport,west,online,4,83.73
51231,2025-07-09,jul,travel,east,online,2,1724.93
51232,2025-07-29,jul,coffee,south,in_store,2,4.46
51233,2025-07-29,jul,coffee,east,in_store,1,6.75
51234,2025-07-24,jul,electronics,north,in_store,5,1380.48
51235,2025-07-27,jul,groceries,west,online,3,165.02
51236,2025-07-08,jul,utilities,south,online,5,258.79
51237,2025-07-24,jul,groceries,south,in_store,1,201.92
51238,2025-07-15,jul,dining,south,online,3,77.96
51239,2025-07-01,jul,coffee,south,in_store,1,10.30
51240,2025-07-09,jul,utilities,south,online,3,325.53
51241,2025-07-23,jul,coffee,north,in_store,5,3.91
51242,2025-07-01,jul,coffee,north,online,4,3.60
51243,2025-07-06,jul,coffee,west,in_store,1,11.48
51244,2025-07-01,jul,groceries,west,online,3,126.93
51245,2025-07-01,jul,electronics,west,online,4,1868.00
51246,2025-07-17,jul,dining,south,in_store,3,169.50
51247,2025-07-22,jul,groceries,south,online,5,24.62
51248,2025-07-28,jul,dining,north,online,5,130.36
51249,2025-07-16,jul,coffee,north,in_store,3,4.87
51250,2025-07-26,jul,transport,west,in_store,4,76.08
51251,2025-07-08,jul,dining,west,online,3,160.48
51252,2025-07-21,jul,groceries,south,in_store,3,166.46
51253,2025-07-19,jul,dining,south,online,3,55.13
51254,2025-07-13,jul,coffee,south,in_store,3,3.11
51255,2025-07-01,jul,utilities,north,in_store,4,357.43
51256,2025-07-16,jul,coffee,east,online,1,5.88
51257,2025-07-15,jul,utilities,north,online,3,104.35
51258,2025-07-03,jul,groceries,east,online,1,208.61
51259,2025-07-03,jul,coffee,east,in_store,4,6.38
51260,2025-07-16,jul,utilities,west,in_store,3,336.65
51261,2025-07-25,jul,groceries,west,online,2,128.91
51262,2025-07-16,jul,groceries,south,in_store,2,20.34
51263,2025-07-20,jul,transport,south,online,5,67.03
51264,2025-07-05,jul,utilities,south,online,4,128.95
51265,2025-07-02,jul,groceries,south,online,4,124.05
51266,2025-07-09,jul,dining,east,in_store,5,49.89
51267,2025-07-14,jul,dining,west,in_store,4,45.86
51268,2025-07-20,jul,groceries,west,online,5,88.87
51269,2025-07-27,jul,coffee,north,in_store,4,9.72
51270,2025-07-21,jul,groceries,west,online,1,32.99
51271,2025-07-14,jul,groceries,east,online,4,54.10
51272,2025-07-28,jul,transport,east,online,3,38.78
51273,2025-07-27,jul,utilities,north,online,2,366.40
51274,2025-07-30,jul,groceries,north,in_store,3,77.34
51275,2025-07-08,jul,electronics,north,online,3,570.54
51276,2025-07-26,jul,rent,north,in_store,3,1104.22
51277,2025-07-04,jul,dining,south,in_store,2,127.97
51278,2025-07-17,jul,groceries,east,in_store,5,70.00
51279,2025-07-13,jul,groceries,north,online,4,114.66
51280,2025-07-11,jul,groceries,west,in_store,5,23.67
51281,2025-07-10,jul,utilities,west,online,4,222.25
51282,2025-07-09,jul,groceries,south,in_store,2,158.01
51283,2025-07-28,jul,coffee,north,online,3,9.95
51284,2025-07-11,jul,transport,west,in_store,3,61.25
51285,2025-07-07,jul,dining,south,online,1,154.87
51286,2025-07-13,jul,groceries,west,online,2,31.90
51287,2025-07-20,jul,transport,west,online,1,68.93
51288,2025-07-03,jul,transport,west,in_store,5,5.79
51289,2025-07-23,jul,dining,east,online,5,107.21
51290,2025-07-13,jul,transport,north,online,4,72.90
51291,2025-07-27,jul,dining,north,in_store,1,146.54
51292,2025-07-11,jul,electronics,west,in_store,1,898.04
51293,2025-07-22,jul,travel,south,in_store,2,2048.18
51294,2025-07-09,jul,transport,south,online,3,3.98
51295,2025-07-01,jul,coffee,south,online,1,4.26
51296,2025-07-13,jul,coffee,west,in_store,1,8.63
51297,2025-07-25,jul,coffee,west,online,5,9.87
51298,2025-07-02,jul,rent,south,in_store,3,1641.35
51299,2025-07-31,jul,transport,west,in_store,3,26.53
51300,2025-07-18,jul,groceries,north,in_store,5,27.13
51301,2025-07-27,jul,transport,south,in_store,4,55.26
51302,2025-07-04,jul,transport,east,online,2,12.66
51303,2025-07-25,jul,electronics,south,in_store,5,215.34
51304,2025-07-26,jul,transport,east,in_store,5,77.69
51305,2025-07-29,jul,electronics,north,online,2,277.99
51306,2025-07-31,jul,transport,west,online,5,10.87
51307,2025-07-15,jul,transport,east,in_store,5,30.32
51308,2025-07-25,jul,travel,east,online,3,2622.41
51309,2025-07-25,jul,transport,south,online,3,15.62
51310,2025-07-01,jul,transport,south,online,1,46.25
51311,2025-07-07,jul,groceries,south,online,5,146.35
51312,2025-07-31,jul,utilities,north,online,2,90.59
51313,2025-07-22,jul,electronics,north,online,3,353.61
51314,2025-07-10,jul,coffee,north,in_store,5,11.99
51315,2025-07-10,jul,groceries,south,online,1,169.68
51316,2025-07-26,jul,coffee,west,in_store,2,5.29
51317,2025-07-16,jul,transport,west,online,1,64.97
51318,2025-07-09,jul,groceries,east,in_store,1,96.40
51319,2025-07-17,jul,utilities,west,in_store,3,159.27
51320,2025-07-26,jul,utilities,north,in_store,2,334.00
51321,2025-07-18,jul,travel,west,in_store,5,281.57
51322,2025-07-28,jul,groceries,south,online,1,219.37
51323,2025-07-21,jul,groceries,south,online,1,37.53
51324,2025-07-01,jul,coffee,east,in_store,3,7.33
51325,2025-07-29,jul,dining,east,online,1,138.18
51326,2025-07-28,jul,groceries,east,online,5,105.31
51327,2025-07-10,jul,utilities,south,in_store,5,408.12
51328,2025-07-20,jul,groceries,north,in_store,3,191.19
51329,2025-07-13,jul,coffee,north,in_store,4,4.47
51330,2025-07-23,jul,coffee,north,in_store,2,4.18
51331,2025-07-04,jul,transport,north,in_store,4,12.26
51332,2025-07-08,jul,groceries,west,online,2,174.90
51333,2025-07-13,jul,transport,north,online,3,6.39
51334,2025-07-14,jul,transport,north,in_store,2,48.60
51335,2025-07-21,jul,utilities,south,online,1,244.67
51336,2025-07-30,jul,groceries,south,in_store,4,161.59
51337,2025-07-25,jul,coffee,north,online,3,12.61
51338,2025-07-28,jul,groceries,south,online,3,86.38
51339,2025-07-30,jul,utilities,west,online,1,195.95
51340,2025-07-08,jul,groceries,north,in_store,5,212.94
51341,2025-07-03,jul,groceries,north,online,3,163.65
51342,2025-07-11,jul,groceries,east,online,4,67.64
51343,2025-07-04,jul,coffee,east,online,2,6.51
51344,2025-07-26,jul,coffee,south,in_store,2,11.97
51345,2025-07-14,jul,coffee,north,in_store,1,13.28
51346,2025-07-25,jul,groceries,north,online,5,67.61
51347,2025-07-29,jul,coffee,west,in_store,2,5.39
51348,2025-07-25,jul,coffee,north,in_store,1,3.82
51349,2025-07-27,jul,groceries,east,in_store,2,120.44
51350,2025-07-10,jul,utilities,east,in_store,3,103.50
51351,2025-07-10,jul,coffee,north,in_store,5,12.50
51352,2025-07-23,jul,transport,north,in_store,5,40.97
51353,2025-07-29,jul,dining,north,online,2,23.19
51354,2025-07-31,jul,coffee,south,in_store,4,4.77
51355,2025-07-01,jul,groceries,south,in_store,5,199.27
51356,2025-07-25,jul,dining,east,in_store,1,77.89
51357,2025-07-26,jul,utilities,east,online,5,188.03
51358,2025-07-03,jul,dining,west,online,2,42.61
51359,2025-07-07,jul,groceries,west,in_store,4,119.15
51360,2025-07-15,jul,transport,west,in_store,5,45.45
51361,2025-07-18,jul,groceries,west,in_store,5,78.67
51362,2025-07-15,jul,groceries,north,in_store,3,9.08
51363,2025-07-07,jul,rent,east,online,1,1805.95
51364,2025-07-15,jul,groceries,east,online,1,184.98
51365,2025-07-01,jul,groceries,east,in_store,1,147.99
51366,2025-07-09,jul,groceries,south,in_store,5,64.96
51367,2025-07-21,jul,groceries,north,in_store,1,86.11
51368,2025-07-05,jul,transport,south,in_store,3,83.29
51369,2025-07-28,jul,groceries,west,in_store,3,12.84
51370,2025-07-02,jul,electronics,west,in_store,2,424.64
51371,2025-07-20,jul,groceries,south,online,2,36.56
51372,2025-07-19,jul,coffee,west,online,2,5.10
51373,2025-07-16,jul,coffee,south,online,1,8.95
51374,2025-07-02,jul,transport,north,online,2,71.89
51375,2025-07-15,jul,transport,east,in_store,4,3.08
51376,2025-07-25,jul,groceries,north,online,2,162.47
51377,2025-07-10,jul,groceries,west,in_store,1,37.40
51378,2025-07-22,jul,groceries,east,in_store,5,39.80
51379,2025-07-01,jul,dining,east,in_store,5,122.38
51380,2025-07-01,jul,electronics,north,in_store,1,1027.21
51381,2025-07-13,jul,dining,east,in_store,4,61.27
51382,2025-07-16,jul,coffee,east,in_store,1,5.92
51383,2025-07-31,jul,dining,north,online,1,155.29
51384,2025-07-06,jul,coffee,south,online,5,9.69
51385,2025-07-19,jul,coffee,south,in_store,4,8.19
51386,2025-07-15,jul,groceries,north,online,2,137.06
51387,2025-07-06,jul,coffee,west,in_store,2,8.59
51388,2025-07-07,jul,coffee,north,in_store,1,3.99
51389,2025-07-23,jul,transport,east,online,2,84.69
51390,2025-07-10,jul,utilities,west,online,1,277.07
51391,2025-07-29,jul,utilities,west,online,4,296.69
51392,2025-07-20,jul,utilities,east,online,1,73.53
51393,2025-07-31,jul,utilities,south,in_store,3,366.85
51394,2025-07-11,jul,dining,north,online,3,94.84
51395,2025-07-03,jul,utilities,west,in_store,3,232.67
51396,2025-07-23,jul,groceries,south,in_store,2,108.33
51397,2025-07-05,jul,rent,west,online,2,1585.01
51398,2025-07-09,jul,groceries,west,in_store,4,74.31
51399,2025-07-23,jul,utilities,east,in_store,5,335.73
51400,2025-07-03,jul,coffee,south,online,3,13.00
51401,2025-07-21,jul,coffee,east,online,3,10.99
51402,2025-07-07,jul,dining,west,in_store,5,144.31
51403,2025-07-18,jul,transport,east,online,1,24.36
51404,2025-07-09,jul,electronics,north,online,1,2105.31
51405,2025-07-15,jul,coffee,west,online,2,4.57
51406,2025-07-05,jul,travel,west,in_store,4,3110.91
51407,2025-07-22,jul,utilities,south,online,1,168.74
51408,2025-07-31,jul,rent,south,online,5,2591.82
51409,2025-07-07,jul,electronics,north,online,5,1415.52
51410,2025-07-11,jul,transport,south,online,3,77.63
51411,2025-07-23,jul,groceries,west,in_store,1,17.19
51412,2025-07-01,jul,coffee,north,in_store,3,10.34
51413,2025-07-15,jul,transport,south,online,4,75.44
51414,2025-07-27,jul,groceries,east,in_store,5,132.99
51415,2025-07-06,jul,dining,north,in_store,5,87.35
51416,2025-07-15,jul,groceries,west,online,5,204.14
51417,2025-07-08,jul,coffee,west,in_store,3,4.65
51418,2025-07-19,jul,groceries,east,in_store,5,48.17
51419,2025-07-25,jul,groceries,west,online,3,156.23
51420,2025-07-11,jul,groceries,north,online,1,59.92
51421,2025-07-04,jul,coffee,north,in_store,5,12.90
51422,2025-07-19,jul,groceries,north,online,5,188.87
51423,2025-07-08,jul,utilities,south,in_store,4,405.48
51424,2025-07-12,jul,transport,west,online,1,55.44
51425,2025-07-06,jul,transport,south,in_store,5,60.38
51426,2025-07-09,jul,transport,south,in_store,4,91.34
51427,2025-07-05,jul,coffee,north,online,1,8.16
51428,2025-07-17,jul,coffee,north,in_store,1,7.36
51429,2025-07-18,jul,rent,south,online,2,1544.48
51430,2025-07-07,jul,transport,south,online,4,74.05
51431,2025-07-23,jul,groceries,south,in_store,3,40.39
51432,2025-07-21,jul,dining,south,online,4,29.86
51433,2025-07-08,jul,coffee,east,in_store,2,4.75
51434,2025-07-26,jul,groceries,north,in_store,3,150.18
51435,2025-07-11,jul,electronics,east,online,3,1031.59
51436,2025-07-24,jul,groceries,north,online,2,118.65
51437,2025-07-27,jul,dining,north,in_store,2,38.95
51438,2025-07-09,jul,transport,east,in_store,3,25.04
51439,2025-07-06,jul,travel,north,online,4,1137.65
51440,2025-07-16,jul,groceries,west,online,1,76.36
51441,2025-07-14,jul,utilities,south,in_store,3,160.18
51442,2025-07-23,jul,groceries,north,in_store,4,110.30
51443,2025-07-06,jul,groceries,west,in_store,1,212.78
51444,2025-07-15,jul,utilities,south,online,5,340.92
51445,2025-07-07,jul,groceries,east,in_store,5,97.69
51446,2025-07-09,jul,coffee,west,in_store,3,4.73
51447,2025-07-31,jul,transport,east,in_store,1,23.12
51448,2025-07-11,jul,transport,north,online,2,79.71
